video_id,predictions,answers,prediction_time_seconds,correctPredictions,totalPredictions,totalAnswers
Y1garMoYilAY,"Speech; Outside, urban or manmade; Run; Hubbub, speech noise, speech babble; Crowd; Chatter",Speech; Rustling leaves,0.662,1,6,2
Y1gDNqOQFopY,Music; Musical instrument; Guitar; Plucked string instrument; Singing; Banjo; Bluegrass; Country; Yodeling; Bowed string instrument,Singing; Yodeling; Music,0.672,3,10,3
Y1GFclDpGhu0,"Speech; Inside, small room",Speech; Bouncing,0.695,1,2,2
Y1ghXWnSJibU,"Glockenspiel; Marimba, xylophone; Mallet percussion; Music; Ringtone; Ding-dong",Bicycle bell; Ding-dong,0.528,1,6,2
Y1GMWn4IxVro,"Sizzle; Frying (food); Music; Stir; Speech; Water tap, faucet; Sink (filling or washing); Water",Frying (food); Sizzle,0.669,2,8,2
Y1GrCbwZIbwM,"Water tap, faucet; Water; Sink (filling or washing); Bathtub (filling or washing); Speech; Fill (with liquid); Inside, small room","Water; Water tap, faucet; Bathtub (filling or washing)",0.694,3,7,3
Y1GwY2n4HIM0,"Speech; Sniff; Inside, small room",Speech; Sniff,0.663,2,3,2
Y1hABzqBHh7w,Music; Maraca; Speech; Music of Latin America; Singing; Rattle (instrument),Singing; Music; Music of Latin America; Ska,0.688,3,6,4
Y1HayoASR-54,"Vehicle; Car; Race car, auto racing; Tire squeal; Outside, urban or manmade; Motor vehicle (road); Accelerating, revving, vroom",Vehicle; Car; Tire squeal; Medium engine (mid frequency),0.646,3,7,4
Y1hba9jmspEQ,"Speech; Dishes, pots, and pans; Conversation; Inside, small room","Speech; Female speech, woman speaking; Scissors",0.684,1,4,3
Y1hC6crefz0s,Music; Scary music; Timpani,Music; Theme music; Video game music; Tick,0.679,1,3,4
Y1hDTYgABDRg,"Music; Speech; Skidding; Bang; Car; Vehicle; Cheering; Race car, auto racing; Heart sounds, heartbeat",Synthetic singing; Music,0.629,1,9,2
Y1heMbyumHAo,Music; Reggae; Music of Africa; Rhythm and blues; Hip hop music; Singing; Afrobeat,Music; Rhythm and blues; Music of Africa,0.673,3,7,3
Y1hIg-Lsvc7Q,"Vehicle; Car; Traffic noise, roadway noise; Speech; Bus; Outside, urban or manmade; Motor vehicle (road)","Vehicle; Car; Bus; Traffic noise, roadway noise; Accelerating, revving, vroom",0.685,4,7,5
Y1hJnxzlxnQs,Music; Singing; Yell; Angry music; Heavy metal; Rock music; Bellow,Car passing by,0.680,0,7,1
Y1hknEtsmdOc,Speech; Music; Vehicle,Car passing by,0.656,0,3,1
Y1hMZbDz2KH8,"Fire alarm; Buzzer; Vehicle; Smoke detector, smoke alarm; Alarm; Truck",Fire alarm,0.680,1,6,1
Y1HNGJDppKG0,"Speech; Chatter; Outside, urban or manmade; Inside, public space; Hubbub, speech noise, speech babble; Music; Inside, large room or hall",Speech; Chatter,0.667,2,7,2
Y1HOdnni3Fl4,Vehicle; Engine; Motorcycle; Idling; Medium engine (mid frequency); Jackhammer,Jackhammer,0.679,1,6,1
Y1hoUEfsTmdE,Music; Child singing; Singing; Female singing,Female singing; Child singing; Music,0.663,3,4,3
Y1hUNSCMZi9o,"Speech; Music; Pigeon, dove; Bird; Coo; Animal","Speech; Telephone dialing, DTMF; Inside, large room or hall",0.663,1,6,3
Y1hWAOReJehw,Carnatic music; Music; Classical music; Singing; Tabla; Percussion; Drum; Musical instrument; Music of Asia; Sitar,Singing; Music; Musical instrument; Percussion; Tabla; Classical music,0.671,6,10,6
Y1hwkxJOl1PY,"Speech; Vehicle; Boat, Water vehicle; Wind noise (microphone); Wind","Speech; Animal; Roaring cats (lions, tigers); Outside, rural or natural",0.673,1,5,4
Y1HzPf-GXyls,"Speech; Inside, small room",Speech; Shuffling cards,0.695,1,2,2
Y1i1sbQOILb0,"Music; Music for children; Jingle, tinkle; Jingle (music); Singing; Jingle bell; Christmas music",Music; Traditional music,0.659,1,7,2
Y1I5QQBbZP8g,Battle cry; Crowd; Cheering,Battle cry; Crowd,0.676,2,3,2
Y1ILADUzj-M0,"Speech; Crumpling, crinkling; Inside, small room; Tearing","Speech; Crumpling, crinkling; Inside, small room",0.678,3,4,3
Y1IlgE0S4t3E,Speech; Vehicle; Bicycle bell; Car; Squeal; Engine,Bell; Tools,0.649,0,6,2
Y1IQdvfm9SDY,Speech; Crowd; Battle cry; Chop,Speech; Vehicle; Bicycle,0.665,1,4,3
Y1iqVk7kMnJQ,Chainsaw; Vehicle; Motorcycle; Power tool; Tools,"Idling; Thump, thud",0.657,0,5,2
Y1IrYZhVhN1s,Speech; Music; Plop,"Whoosh, swoosh, swish",0.682,0,3,1
Y1ISlTAGBMhs,Engine; Vehicle; Engine knocking; Idling; Vibration; Car; Medium engine (mid frequency),Engine; Idling; Noise,0.648,2,7,3
Y1isuXShxzOY,"Music; Dial tone; Telephone; Marimba, xylophone; Telephone bell ringing; Ringtone",Telephone bell ringing; Sound effect,0.675,1,6,2
Y1J-E-QqJdkg,Speech; Air conditioning; Vehicle; Radio,Speech; Television,0.660,1,4,2
Y1j13NdQiw8c,Music; Steelpan; Musical instrument; Drum; Drum kit; Percussion,Music; Steelpan,0.669,2,6,2
Y1J4FXUMOw8k,Music; Speech; Singing; Artillery fire,"Whack, thwack; Smash, crash",0.653,0,4,2
Y1j4rFfU5XKQ,Music; Electronic music; Techno; Trance music,Music; Techno; Electronic dance music; Trance music; Dance music,0.668,3,4,5
Y1jhbNtCWC9w,Siren; Civil defense siren,Siren; Civil defense siren,0.674,2,2,2
Y1JHB_-LCoNA,Speech; Blender,"Whoosh, swoosh, swish",0.655,0,2,1
Y1JpeDWbgUO8,Music; Singing; Jingle (music); Ska,Whoop; Music,0.665,1,4,2
Y1jq7zSF_v7s,"Speech; Dishes, pots, and pans; Inside, small room","Speech; Drawer open or close; Inside, small room",0.661,2,3,3
Y1JSbmO1NQzk,"Arrow; Environmental noise; Bird; Outside, rural or natural; Bird vocalization, bird call, bird song; Chirp, tweet",Insect; Cricket,0.651,0,6,2
Y1Jtg95iZyoQ,Grunt; Groan; Speech,Grunt; Roar,0.671,1,3,2
Y1jTQsVs5iWM,"Speech; Laughter; Animal; Snicker; Inside, small room","Speech; Walk, footsteps",0.671,1,5,2
Y1J_j6c2uQaM,"Rain; Thunderstorm; Thunder; Rain on surface; Speech; Raindrop; Gunshot, gunfire",Thunderstorm; Thunder; Rain,0.668,3,7,3
Y1kcjIUL51AI,"Car; Vehicle; Accelerating, revving, vroom; Whir",Rumble,0.644,0,4,1
Y1KiFXylkPpg,Music; Organ; Electronic organ; Keyboard (musical); Piano,Organ; Electronic organ,0.682,2,5,2
Y1kkWt3ktlBA,"Crushing; Crackle; Crunch; Speech; Walk, footsteps",Whip,0.635,0,5,1
Y1KLmIS-v60U,"Train; Rail transport; Railroad car, train wagon; Train horn; Vehicle; Clickety-clack; Train whistle; Subway, metro, underground","Vehicle; Toot; Rail transport; Train; Railroad car, train wagon",0.692,4,8,5
Y1KmsVHx7E2c,Music; Speech; Boom,Music; Scary music,0.652,1,3,2
Y1KpvQAM14Ic,"Speech; Waterfall; Water; Splash, splatter; Stream; Slosh; Ocean; Gurgling",Waterfall,0.673,1,8,1
Y1kUeturqXOE,"Music; Speech; Smash, crash",Music; Squeal,0.679,1,3,2
Y1KXi48OobbU,"Whack, thwack; Whoosh, swoosh, swish; Sound effect",Ding; Clang,0.699,0,3,2
Y1L1iOYth3-E,Clapping; Crushing,Crushing,0.667,1,2,1
Y1LA8BxMlXSY,Ambulance (siren); Siren; Emergency vehicle; Police car (siren),Emergency vehicle; Police car (siren); Ambulance (siren); Siren,0.639,4,4,4
Y1lCus68cAOc,"Speech; Dog; Animal; Domestic animals, pets; Whimper (dog); Canidae, dogs, wolves; Inside, small room; Bow-wow; Yip; Growling",Speech; Whimper (dog),0.670,2,10,2
Y1lgqqW5TsJk,Music; Speech; Electronic music; House music,Music; Disco; Techno; Electronic dance music,0.649,1,4,4
Y1lIMpk5-2Oc,"Speech; Wind noise (microphone); Wind; Vehicle; Ocean; Waves, surf; Boat, Water vehicle",Speech; Eruption,0.664,1,7,2
Y1lLobOtsIFA,Waterfall; Speech; Stream; Water,Waterfall,0.642,1,4,1
Y1Lqa2jDTnns,Speech; Music; Fusillade; Shatter; Boom,Speech; Microwave oven,0.675,1,5,2
Y1LTxZ2aNytc,"Speech; Screaming; Animal; Goat; Baby cry, infant cry; Bleat; Sheep",Screaming,0.692,1,7,1
Y1MeeK0kD_ys,Music; Speech; Skateboard,Speech; Music; Single-lens reflex camera,0.704,2,3,3
Y1mfghenMj_E,Squeal,Fireworks,0.684,0,1,1
Y1MgcrYdYas0,Chainsaw; Power tool; Tools; Wood; Sawing,Chainsaw; Idling; Vibration,0.678,1,5,3
Y1mHYYrMD0gU,Music; Singing; Guitar; Musical instrument,Music; Radio,0.670,1,4,2
Y1MRlrSLSN84,Knock,Knock,0.486,1,1,1
Y1MTKUN3uFrs,Cricket; Speech; Insect,"Speech; Fireworks; Outside, rural or natural",0.660,1,3,3
Y1MwaXCfUvX8,Music; Rock music; Singing; Musical instrument; Guitar; Shout; Rock and roll; Heavy metal; Plucked string instrument,Singing; Music; Guitar; Rock and roll; Roll,0.733,4,9,5
Y1mWznF79X2o,"Speech; Ocean; Waves, surf; Boat, Water vehicle; Wind; Vehicle; Wind noise (microphone)",Speech; Music; Gurgling,0.679,1,7,3
Y1nbCJJtsruI,"Music; Saxophone; Wind instrument, woodwind instrument; Musical instrument",Brass instrument; Saxophone,0.647,1,4,2
Y1nd-4Deqkro,Jackhammer; Music,Music; Jackhammer,0.678,2,2,2
Y1nGKDBEh3rs,Sniff; Speech; Wheeze; Sneeze,Speech; Sniff,0.672,2,4,2
Y1NkUBIl2Plw,Rain; Thunderstorm; Thunder; Rain on surface; Music; Raindrop,Rain; Raindrop; Rain on surface,0.663,3,6,3
Y1nKxptqHGyY,Speech; Hiccup,Speech; Hiccup,0.670,2,2,2
Y1NMDi2ZmUdo,"Speech; Clicking; Gasp; Inside, small room; Sigh",Speech; Sigh,0.689,2,5,2
Y1nNXaI04SEg,"Crunch; Chewing, mastication; Biting; Inside, small room","Chewing, mastication; Biting; Crunch",0.678,3,4,3
Y1nUqhH8bAPk,Music; Singing,Child singing; Music,0.659,1,2,2
Y1NWxg_BnJ0A,Music; Speech; Shatter,"Speech; Chink, clink",0.653,1,3,2
Y1Ny5ZlcBlcQ,Speech; Animal; Bird,"Boat, Water vehicle; Rowboat, canoe, kayak",0.721,0,3,2
Y1n_s2Gb5R1Q,Vehicle; Reversing beeps; Truck,Vehicle; Reversing beeps,0.688,2,3,2
Y1O-WeYTRS4w,Cowbell; Drum; Drum kit; Percussion; Rimshot; Snare drum; Bass drum; Cymbal; Hi-hat; Music,Cowbell,0.652,1,10,1
Y1o5tdZT6kw8,"Tearing; Crumpling, crinkling; Inside, small room","Hands; Inside, small room",0.650,1,3,2
Y1OFDyTzUj24,"Speech; Male speech, man speaking; Narration, monologue","Speech; Male speech, man speaking; Conversation",0.647,2,3,3
Y1OFOElP7bqc,"Speech; Stream; Rain; Splash, splatter; Water; Outside, rural or natural",Stream,0.641,1,6,1
Y1oHVE6DeIlc,Music; Speech; Breaking,Wood; Chop,0.693,0,3,2
Y1oJAVJPX0YY,"Music; Train; Rail transport; Railroad car, train wagon; Clickety-clack; Vehicle","Rail transport; Train; Train whistle; Railroad car, train wagon; Clickety-clack",0.719,4,6,5
Y1OpNI5DjxC0,Synthesizer,Synthesizer; Whir,0.684,1,1,2
Y1Oq1Z8SZNyM,Music; Speech,Speech; Music; Squish,0.705,2,2,3
Y1OU19ANx4fg,"Speech; Music; Single-lens reflex camera; Outside, rural or natural; Camera",Speech; Music; Single-lens reflex camera,0.647,3,5,3
Y1OukV4Q7o8Q,Vehicle,Crushing,0.659,0,1,1
Y1owKdIYYYeg,"Ocean; Waves, surf; Wind; Wind noise (microphone); Pink noise; Boat, Water vehicle","Wind; Ocean; Waves, surf",0.690,3,6,3
Y1p9rsIR1ezk,"Music; Fire engine, fire truck (siren); Emergency vehicle; Air horn, truck horn; Siren; Vehicle; Speech; Truck; Ambulance (siren); Singing",Speech; Music; Squeak,0.731,2,10,3
Y1PAb2MoavDc,"Insect; Fly, housefly; Bee, wasp, etc.; Mosquito","Insect; Fly, housefly; Bee, wasp, etc.",0.742,3,4,3
Y1PDg2ENa7jk,"Music; Jingle, tinkle",Music; Ping,0.636,1,2,2
Y1PKxdTlquCA,Music; Pop music; Dance music; Music of Asia; Singing; Disco,Music; Pop music; Rhythm and blues; Disco; Afrobeat; Dance music,0.653,4,6,6
Y1PN-bfs2EhY,Music; Singing; Musical instrument; Child singing; Female singing; Carnatic music; Hands,Child singing; Music,0.637,2,7,2
Y1PPboJuO1Ks,"Music; Speech; Child speech, kid speaking","Speech; Neigh, whinny; Music",0.671,2,3,3
Y1pR0SgbqP3M,Music; Ska; Singing; Electronic music,"Music; Burst, pop",0.661,1,4,2
Y1PSzSTilu_s,Music; Speech; Music for children,Music; Funny music,0.655,1,3,2
Y1pViEqMXJH0,"Printer; Power windows, electric windows; Music; Inside, small room",Printer,0.645,1,4,1
Y1PZAgEP1Xhc,"Hands; Speech; Clapping; Singing; Inside, small room; Child speech, kid speaking","Speech; Hands; Inside, small room",0.646,3,6,3
Y1Q1pDQzTW6c,Music; Singing; Soul music; Rhythm and blues; Pop music; Christian music; Independent music,Christian music,0.662,1,7,1
Y1q8kkQhS97g,Drum; Drum kit; Bass drum; Percussion; Snare drum; Rimshot; Music; Drum roll; Musical instrument; Cowbell,Cymbal; Hi-hat,0.658,0,10,2
Y1Q9DXhXMSFI,Music; Singing; Music of Asia; Pop music,Music; Pop music; Ska,0.647,2,4,3
Y1QtsF8qkX1Y,Music; Rain; Rain on surface; Thunderstorm; Thunder; Vehicle; Raindrop,Thunderstorm; Thunder; Rain; Raindrop,0.646,4,7,4
Y1rhsnmWLeGw,Music; Singing; Lullaby; Christian music,Music; Song; Lullaby,0.681,2,4,3
Y1RhYdQnZ_hw,Music; Singing; Vocal music; Female singing; Musical instrument,Female singing; Music,0.638,2,5,2
Y1rJIR1G1OnY,Music; Speech; Singing; Musical instrument,"Speech; Singing; Synthetic singing; Music; Inside, public space",0.672,3,4,5
Y1rJWW_KqeAw,Music; Percussion; Drum; Drum kit; Bass drum; Drum roll; Wood block; Snare drum; Musical instrument; Rimshot,Percussion; Drum; Snare drum; Drum roll; Bass drum,0.648,5,10,5
Y1rpGmbCIBqs,"Vehicle; Car; Dental drill, dentist's drill; Jet engine; Accelerating, revving, vroom",Heavy engine (low frequency),0.679,0,5,1
Y1rtXsGC-q3Q,"Vehicle; Car; Accelerating, revving, vroom; Medium engine (mid frequency); Motor vehicle (road); Race car, auto racing","Vehicle; Engine; Heavy engine (low frequency); Engine starting; Accelerating, revving, vroom",0.638,2,6,5
Y1RW3nDRmu6k,Music; Speech; Singing; Opera,Speech; Music; Tender music,0.639,2,4,3
Y1RwhRTe-OKk,Music; Musical instrument; Mandolin; Plucked string instrument; Guitar; Banjo; Bluegrass; Country,Music; Tapping (guitar technique); Banjo,0.657,2,8,3
Y1s-oXryGnCw,Music; Speech; Singing; Ding,Speech; Conversation,0.651,1,4,2
Y1s8ErA1OMTw,"Speech; Gush; Water; Liquid; Fill (with liquid); Water tap, faucet; Pump (liquid); Trickle, dribble",Speech; Water; Gush,0.657,3,8,3
Y1sBp9KhJbp4,Drum; Musical instrument; Music; Percussion; Wood block; Drum roll; Bass drum; Snare drum; Drum kit,Percussion; Drum; Wood block,0.665,3,9,3
Y1sdKPEwPtrg,"Animal; Domestic animals, pets; Dog",Bird; Crow,0.686,0,3,2
Y1SfwYQ92l6Y,Speech; Music; Thunk; Door,"Speech; Music; Thunk; Outside, rural or natural",0.661,3,4,4
Y1SLrRllxMkU,"Speech; Music; Inside, small room","Speech; Alarm clock; Inside, small room",0.700,2,3,3
Y1SqihV_DnEg,"Music; Jingle, tinkle; Christmas music; Christian music; Jingle bell; Singing",Music; Song; Jingle (music); Lullaby,0.680,1,6,4
Y1ssmAAcX5u8,Wood; Door; Bouncing; Thunk; Knock; Hammer; Basketball bounce,Bouncing,0.662,1,7,1
Y1SvA8MMap-A,"Cowbell; Livestock, farm animals, working animals; Animal; Cattle, bovinae; Bell",Bell,0.646,1,5,1
Y1T1RlQPE9sE,"Speech; Music; Drum machine; Throbbing; Heart sounds, heartbeat",Speech; Heart murmur; Music,0.651,2,5,3
Y1T790GA0vkI,"Speech; Sewing machine; Inside, small room",Mechanisms; Gears,0.642,0,3,2
Y1TAOyk0Xgss,"Tools; Drill; Power tool; Speech; Vacuum cleaner; Inside, small room; Dental drill, dentist's drill; Wood; Rub",Vacuum cleaner,0.669,1,9,1
Y1tBzq-7MUJU,Oink; Animal,Tick-tock,0.638,0,2,1
Y1tC7bTilFWk,"Animal; Domestic animals, pets; Cat; Meow; Caterwaul","Animal; Domestic animals, pets; Caterwaul",0.664,3,5,3
Y1Tg9VvRZN5k,"Train wheels squealing; Railroad car, train wagon; Train; Rail transport; Speech; Squeal; Subway, metro, underground; Jet engine; Vehicle","Rail transport; Train; Railroad car, train wagon; Train wheels squealing; Subway, metro, underground",0.684,5,9,5
Y1Thl21awe2g,Jackhammer; Vehicle; Engine; Engine knocking,Rattle; Engine knocking,0.652,1,4,2
Y1tjJmArxVBM,Vacuum cleaner; Hammer; Vehicle; Tools,Rustling leaves,0.651,0,4,1
Y1tNkAc29aPE,Music; Guitar; Musical instrument; Plucked string instrument; Effects unit; Electric guitar; Distortion; Chorus effect,Music; Guitar; Effects unit; Chorus effect; Echo,0.656,4,8,5
Y1tobDIRRV0A,"Crow; Speech; Caw; Animal; Bird; Outside, rural or natural; Domestic animals, pets; Duck",Speech; Crow; Caw,0.667,3,8,3
Y1TP8JyI5vHI,Music; Electronic music,Animal; Duck; Quack; Music,0.659,1,2,4
Y1tQQMIQrSPo,"Speech; Dial tone; Sidetone; Telephone; Busy signal; Telephone dialing, DTMF",Speech; Dial tone,0.654,2,6,2
Y1TxC-sdO2rY,"Speech; Slap, smack; Inside, small room","Slap, smack",0.634,1,3,1
Y1TyOPtg0Yfk,Music; Carnatic music; Singing; Classical music; Music of Bollywood; Middle Eastern music; Tabla; Percussion; Music of Asia; Musical instrument,Music; Carnatic music,0.683,2,10,2
Y1tz4xNRRR4M,"Marimba, xylophone; Glockenspiel; Mallet percussion; Music; Speech; Chime; Vibraphone; Musical instrument","Music; Vibraphone; Inside, large room or hall",0.700,2,8,3
Y1Tzq_XIAMvs,Music; Singing; Speech,Music; Gurgling,0.664,1,3,2
Y1U38Q2MpYM4,"Vehicle; Boat, Water vehicle; Wind; Motorboat, speedboat; Wind noise (microphone); Ocean; Sailboat, sailing ship","Wind; Wind noise (microphone); Boat, Water vehicle; Ship",0.680,3,7,4
Y1UCNBHZQNVM,Speech; Music; Shatter,Speech; Music; Bang,0.696,2,3,3
Y1Ue2DkG64r8,"Speech; Vehicle; Bicycle; Outside, rural or natural; Car",Speech; Gurgling,0.650,1,5,2
Y1UFU5SfQOX4,Engine; Tools; Vehicle; Rattle; Power tool; Vibration,Tools; Power tool; Drill,0.615,2,6,3
Y1uHF1-8TcEk,Music; Singing; Choir; A capella; Singing bowl; Vocal music,Humming; Music,0.647,1,6,2
Y1uhuVsFGe6E,"Speech; Children playing; Child speech, kid speaking; Music; Hands; Singing; Inside, small room","Child speech, kid speaking; Children playing; Music; Water",0.700,3,7,4
Y1Uj_ulATth0,"Bird vocalization, bird call, bird song; Environmental noise; Bird; Chirp, tweet; Outside, rural or natural; Pink noise; Animal","Bird; Bird vocalization, bird call, bird song; Chirp, tweet; Waterfall",0.652,3,7,4
Y1UK8f9G7kLc,"Vehicle; Motorcycle; Outside, urban or manmade; Engine; Accelerating, revving, vroom; Medium engine (mid frequency); Idling",Grunt,0.669,0,7,1
Y1uLkSMHxvZY,"Music; Musical instrument; Mandolin; Speech; Violin, fiddle; Pizzicato; Bowed string instrument; Plucked string instrument; Guitar; Zither",Zither; Pizzicato,0.664,2,10,2
Y1uMME28t_uw,"Gunshot, gunfire; Music; Machine gun; Fusillade",Music; Vehicle; Fusillade,0.663,2,4,3
Y1uRrh2ZClNY,"Speech; Inside, small room",Clapping,0.675,0,2,1
Y1UViJ9heiak,"Music; Smash, crash; Whack, thwack; Boom; Speech; Fusillade",Music; Fusillade,0.642,2,6,2
Y1UXOJ3IACj4,"Speech; Ice cream truck, ice cream van; Music; Vehicle",Speech; Music; Ringtone,0.608,2,4,3
Y1u_8Qg1npAM,Silence; Music,"Smoke detector, smoke alarm; Sonar",0.627,0,2,2
Y1V-rFaIWnzU,"Music; Singing; Shout; Pop music; Inside, large room or hall; Speech; Inside, public space; Whoop","Speech; Shout; Singing; Music; Inside, large room or hall",0.675,5,8,5
Y1V7ReAk9k-4,Music; Hip hop music; Reggae; Music of Africa; Rapping; Afrobeat; Singing,Music; Afrobeat,0.675,2,7,2
Y1V9CWQNZRF8,"Music; Boat, Water vehicle; Wind noise (microphone); Motorboat, speedboat; Vehicle; Wind; Electronic music","Vehicle; Propeller, airscrew",0.639,1,7,2
Y1vrR6Im_RDo,Speech; Singing; Music,Female singing,0.658,0,3,1
Y1VRZ08sblVw,"Animal; Dog; Speech; Domestic animals, pets; Music","Animal; Pig; Roar; Inside, large room or hall",0.661,1,5,4
Y1vTcgIFYqS0,Vehicle; Wood; Splinter; Crushing; Car,Wood; Splinter,0.659,2,5,2
Y1VTxnf2hZ0w,Speech; Vehicle; Car; Truck; Engine; Idling,Mechanical fan,0.653,0,6,1
Y1W-KLZJwXkc,Music; Speech; Vehicle,Speech; Shuffle; Music,0.672,2,3,3
Y1W2FOzSXsxs,Music; Female singing; Singing; Child singing,Child singing; Music,0.640,2,4,2
Y1W4p9dUBNkA,Vehicle; Truck; Speech; Bus; Air brake; Car; Motor vehicle (road),Fire,0.656,0,7,1
Y1wdCX1HmRyk,"Hammer; Dishes, pots, and pans; Cutlery, silverware; Speech",Insect; Cricket; Hammer,0.665,1,4,3
Y1WGmeX6CLas,Speech; Music; Groan,Speech; Whoop,0.497,1,3,2
Y1WI9921OeRc,Speech; Grunt; Music,"Burping, eructation",0.653,0,3,1
Y1WKvCCz-NZU,Music; Speech; Busy signal; Dial tone; Electronic music; Telephone,"Speech; Music; Busy signal; Inside, small room",0.701,3,6,4
Y1WlvXneu6oY,Music; Piano; Electric piano; Keyboard (musical); Musical instrument; Lullaby,Music; Sad music,0.651,1,6,2
Y1woaZGPrY9g,"Vehicle; Car; Accelerating, revving, vroom; Race car, auto racing; Motor vehicle (road); Car passing by",Car passing by,0.637,1,6,1
Y1wqJ9KDfcME,Drum; Drum kit; Cymbal; Hi-hat; Snare drum; Bass drum; Music; Percussion; Musical instrument; Rimshot,Percussion; Drum kit; Drum; Rimshot; Bass drum; Cymbal; Hi-hat,0.660,7,10,7
Y1WuGGd6NqGk,Music; Theremin; Chirp tone; Synthesizer; Sine wave; Siren; Musical instrument; Noise,Sine wave; Chirp tone,0.656,2,8,2
Y1Wy75ZQz9rg,"Music; Brass instrument; Thump, thud; Speech","Music; Thump, thud",0.641,2,4,2
Y1X0VCv-S2H8,"Music; Speech; Whack, thwack; Smash, crash","Smash, crash",0.674,1,4,1
Y1xhSBniwGbM,Speech; Music; Male singing; Singing,Male singing; Synthetic singing,0.652,1,4,2
Y1xIGyp9efXU,Music; Guitar; Musical instrument; Plucked string instrument; Heavy metal; Electric guitar; Progressive rock; Rock music; Strum,Psychedelic rock,0.680,0,9,1
Y1Xmw9VUzvLY,Cough; Throat clearing; Bird,Cough; Bird,0.674,2,3,2
Y1XO0SqsZhHU,Rain; Thunderstorm; Thunder; Rain on surface; Raindrop,Wind; Wind noise (microphone); Rain; Raindrop; Rain on surface,0.628,3,5,5
Y1xRNQCP4MbE,Music; Speech; Singing; Female singing,Speech; Female singing; Child singing; Music,0.650,3,4,4
Y1xRv-LwycNA,"Speech; Gunshot, gunfire; Inside, small room",Explosion,0.693,0,3,1
Y1Xtkou9dtyA,Music; Psychedelic rock; Rock music; Musical instrument; Guitar; Progressive rock; Plucked string instrument; Heavy metal,Music; Rhythm and blues; Soul music; Ska,0.659,1,8,4
Y1xYpHbg0fEE,Child singing; Singing; Female singing; Music,Female singing,0.669,1,4,1
Y1y7VNxjEC_U,"Music; Smash, crash; Whack, thwack","Whack, thwack; Smash, crash",0.669,2,3,2
Y1YFa9CpH7Kc,"Livestock, farm animals, working animals; Cattle, bovinae; Moo; Cowbell; Music","Livestock, farm animals, working animals; Cattle, bovinae; Moo; Cowbell",0.635,4,5,4
Y1yGWdegJjA4,Music; Electronic music; Dubstep; Drum and bass; Techno,"Music; House music; Techno; Dubstep; Electronic dance music; Dance music; Burst, pop",0.673,3,5,7
Y1yKGjTOk7NY,Child singing; Singing; Female singing; Music,Child singing,0.636,1,4,1
Y1yNBf7QG__4,Speech; Stream,Speech; Clip-clop,0.636,1,2,2
Y1YRhxCXCM0o,Vehicle,Water; Sink (filling or washing),0.650,0,1,2
Y1yuL1ZCSS4I,Speech; Music,Speech; Music; Air brake,0.625,2,2,3
Y1YWeSXAXwQE,"Burping, eructation","Burping, eructation",0.642,1,1,1
Y1yWGmdevTuM,Didgeridoo; Music; Musical instrument,Music; Didgeridoo,0.656,2,3,2
Y1Z0G4O0lVwA,"Music; Speech; Telephone dialing, DTMF; Electronic music; Sidetone",Speech; Music; Sidetone,0.685,3,5,3
Y1Z4x67dhw-s,Rub; Wood; Sawing; Filing (rasp),Sanding; Wood; Rub,0.659,2,4,3
Y1z5KCCduAUM,"Speech; Inside, small room",Speech; Shuffling cards,0.658,1,2,2
Y1Z8MIXXDPls,Steam; Vehicle; Hiss,Hiss; Steam,0.643,2,3,2
Y1ZaxqZMs21M,Music; Singing; Rock music; Rock and roll; Yell; Roll; Pop music; Guitar; Musical instrument,"Singing; Music; Musical instrument; Rock music; Roll; Inside, large room or hall",0.650,5,9,6
Y1ZEzs9zmZaU,Fireworks; Rain; Firecracker,"Gunshot, gunfire; Whip",0.647,0,3,2
Y1ZgXgyEJSbc,Tabla; Music; Percussion; Drum; Musical instrument; Singing; Carnatic music; Classical music,Percussion; Drum; Tabla,0.659,3,8,3
Y1ZHnWpLQtyo,"Speech; Radio; Telephone; Male speech, man speaking",Speech; Radio,0.660,2,4,2
Y1zIoNTdug0U,"Speech; Skateboard; Fireworks; Vehicle; Basketball bounce; Rowboat, canoe, kayak",Speech; Run,0.511,1,6,2
Y1ZS9EQzbAbM,Wood; Sawing; Tools; Rub; Power tool; Drill,Sawing; Wood,0.655,2,6,2
Y1ztMYYV7TVY,Speech; Music,Speech; Music; Gurgling,0.643,2,2,3
Y1_7BKFMJrYA,Speech; Gush; Engine; Vehicle; Rain; Water,Speech; Gurgling,0.652,1,6,2
Y1_hGvbEiYAs,"Vehicle; Speech; Helicopter; Boat, Water vehicle; Wind",Vehicle; Bicycle,0.661,1,5,2
Y1_knvtpENoQ,Speech; Dial tone; Sidetone; Telephone,Busy signal,0.640,0,4,1
Y1_Q80fDGLRM,"Animal; Speech; Dog; Domestic animals, pets; Bow-wow; Bark; Yip; Whimper (dog); Growling; Canidae, dogs, wolves","Speech; Animal; Domestic animals, pets; Dog; Bark; Yip; Bow-wow",0.650,7,10,7
Y1_Yd3NwpP7M,Singing bowl; Music; Ambient music,Singing bowl,0.680,1,3,1
Y2-h8MRSRvEg,"Emergency vehicle; Fire engine, fire truck (siren); Vehicle; Truck; Siren; Ambulance (siren); Train; Rail transport; Motor vehicle (road); Railroad car, train wagon","Emergency vehicle; Police car (siren); Fire engine, fire truck (siren); Siren",0.666,3,10,4
